期号,日期,中奖号码,特别号码,上期出现号码,小,大,单数,双数,1-10,11-20,21-30,31-40,41-50
16/051,2016-05-10,"20,26,28,32,40,45",43,,1,5,1,5,0,1,2,2,1
16/050,2016-05-05,"6,7,12,15,27,36",29,,4,2,3,3,2,2,1,1,0
16/049,2016-04-30,"11,20,28,29,44,49",40,28,2,4,3,3,0,2,2,0,2
16/048,2016-04-26,"1,3,25,27,28,45",12,,2,4,5,1,2,0,3,0,1
16/047,2016-04-23,"2,10,16,35,46,47",49,,3,3,2,4,2,1,0,1,2
16/046,2016-04-21,"3,5,14,15,39,41",21,5,4,2,5,1,2,2,0,1,1
16/045,2016-04-19,"5,8,30,34,45,48",3,45,2,4,2,4,2,0,1,1,2
16/044,2016-04-17,"16,24,28,35,45,46",38,46,2,4,2,4,0,1,2,1,2
16/043,2016-04-14,"14,21,25,27,44,46",3,"21,25,46",2,4,3,3,0,1,3,0,2
16/042,2016-04-12,"21,25,28,33,46,48",10,,1,5,3,3,0,0,3,1,2
16/041,2016-04-09,"3,6,13,38,43,44",31,,3,3,3,3,2,1,0,1,2
16/040,2016-04-07,"8,21,25,32,34,45",31,21,2,4,3,3,1,0,2,2,1
16/039,2016-04-05,"4,10,21,30,35,43",7,4,3,3,3,3,2,0,2,1,1
16/038,2016-04-02,"4,6,29,34,36,45",47,,2,4,2,4,2,0,1,2,1
16/037,2016-03-29,"9,12,13,22,30,31",28,,4,2,3,3,1,2,2,1,0
16/036,2016-03-26,"17,24,38,44,46,47",27,46,2,4,2,4,0,1,1,1,3
16/035,2016-03-24,"16,18,21,25,35,46",13,18,3,3,3,3,0,2,2,1,1
16/034,2016-03-22,"5,10,18,24,27,49",39,,4,2,3,3,2,1,2,0,1
16/033,2016-03-19,"23,25,35,39,42,43",14,,1,5,5,1,0,0,2,2,2
16/032,2016-03-17,"3,8,15,16,17,38",35,,5,1,3,3,2,3,0,1,0
16/031,2016-03-15,"1,6,19,26,28,41",39,41,3,3,3,3,2,1,2,0,1
16/030,2016-03-12,"3,23,33,36,41,49",2,33,2,4,5,1,1,0,1,2,2
16/029,2016-03-10,"9,14,24,30,33,48",43,30,3,3,2,4,1,1,2,1,1
16/028,2016-03-08,"3,4,16,30,34,39",14,,3,3,2,4,2,1,1,2,0
16/027,2016-03-05,"17,26,29,32,48,49",40,,1,5,3,3,0,1,2,1,2
16/026,2016-03-03,"1,2,5,7,16,45",33,16,5,1,4,2,4,1,0,0,1
16/025,2016-03-01,"11,16,19,21,30,33",31,11,4,2,4,2,0,3,2,1,0
16/024,2016-02-27,"6,9,11,20,27,44",42,6,4,2,3,3,2,2,1,0,1
16/023,2016-02-25,"3,6,22,24,45,47",7,"24,45",4,2,3,3,2,0,2,0,2
16/022,2016-02-23,"9,15,24,27,44,45",47,44,3,3,4,2,1,1,2,0,2
16/021,2016-02-20,"12,20,39,44,47,49",45,"20,39",2,4,3,3,0,2,0,1,3
16/020,2016-02-18,"13,20,38,39,41,45",46,,2,4,4,2,0,2,0,2,2
16/019,2016-02-16,"18,21,22,34,42,43",24,43,3,3,2,4,0,1,2,1,2
16/018,2016-02-13,"8,14,24,29,36,43",31,,3,3,2,4,1,1,2,1,1
16/017,2016-02-11,"3,4,17,30,35,47",10,,3,3,4,2,2,1,1,1,1
16/016,2016-02-07,"11,13,15,19,21,29",41,"13,15",5,1,6,0,0,4,2,0,0
16/015,2016-02-04,"7,13,15,35,38,45",32,,3,3,5,1,1,2,0,2,1
16/014,2016-02-02,"18,28,30,33,34,36",2,,1,5,1,5,0,1,2,3,0
16/013,2016-01-30,"1,5,29,32,39,44",4,,2,4,4,2,2,0,1,2,1
16/012,2016-01-28,"8,20,30,34,42,48",36,,2,4,0,6,1,1,1,1,2
16/011,2016-01-26,"5,9,22,26,27,40",13,,3,3,3,3,2,0,3,1,0
16/010,2016-01-23,"7,8,12,14,23,32",5,12,5,1,2,4,2,2,1,1,0
16/009,2016-01-21,"2,12,33,40,45,47",9,,2,4,3,3,1,1,0,2,2
16/008,2016-01-19,"8,18,20,25,30,39",13,,3,3,2,4,1,2,2,1,0
16/007,2016-01-16,"1,2,6,37,40,43",24,"1,2",3,3,3,3,3,0,0,2,1
16/006,2016-01-14,"1,2,10,23,32,49",26,,4,2,3,3,3,0,1,1,1
16/005,2016-01-12,"8,13,15,35,44,45",47,"8,15,45",3,3,4,2,1,2,0,1,2
16/004,2016-01-10,"4,8,15,18,30,45",38,,4,2,2,4,2,2,1,0,1
16/003,2016-01-07,"6,9,11,29,43,47",8,,3,3,5,1,2,1,1,0,2
16/002,2016-01-05,"2,5,7,18,30,45",11,,4,2,3,3,3,1,1,0,1
16/001,2016-01-02,"6,8,11,32,34,41",47,11,3,3,2,4,2,1,0,2,1
15/152,2015-12-31,"2,11,12,22,24,25",3,,5,1,2,4,1,2,3,0,0
15/151,2015-12-29,"3,5,20,30,33,38",28,33,3,3,3,3,2,1,1,2,0
15/150,2015-12-26,"1,8,33,37,42,47",7,"33,47",2,4,4,2,2,0,0,2,2
15/149,2015-12-24,"12,18,20,28,33,47",25,28,3,3,2,4,0,3,1,1,1
15/148,2015-12-22,"11,28,36,38,44,48",26,11,1,5,1,5,0,1,1,2,2
15/147,2015-12-20,"6,11,16,20,43,45",21,"20,45",4,2,3,3,1,3,0,0,2
15/146,2015-12-17,"18,20,24,36,44,45",39,18,3,3,1,5,0,2,1,1,2
15/145,2015-12-15,"18,22,40,41,48,49",42,18,2,4,2,4,0,1,1,1,3
15/144,2015-12-12,"16,18,27,35,42,44",33,,2,4,2,4,0,2,1,1,2
15/143,2015-12-10,"9,24,29,32,34,47",42,9,2,4,3,3,1,0,2,2,1
15/142,2015-12-08,"9,10,25,40,48,49",32,,2,4,3,3,2,0,1,1,2
15/141,2015-12-05,"6,16,19,34,35,46",9,,3,3,2,4,1,2,0,2,1
15/140,2015-12-03,"4,11,14,41,42,44",10,,3,3,2,4,1,2,0,0,3
15/139,2015-12-01,"8,9,10,22,33,40",28,,4,2,2,4,3,0,1,2,0
15/138,2015-11-28,"15,21,24,25,28,31",48,25,3,3,4,2,0,1,4,1,0
15/137,2015-11-26,"10,17,25,26,39,44",7,"17,44",2,4,3,3,1,1,2,1,1
15/136,2015-11-24,"17,21,22,36,41,44",38,,3,3,3,3,0,1,2,1,2
15/135,2015-11-22,"9,20,30,33,38,39",37,,2,4,3,3,1,1,1,3,0
15/134,2015-11-19,"13,15,25,40,41,48",19,13,2,4,4,2,0,2,1,1,2
15/133,2015-11-17,"12,13,31,33,35,47",21,13,2,4,5,1,0,2,0,3,1
15/132,2015-11-15,"13,15,24,28,41,45",20,"24,28,45",3,3,4,2,0,2,2,0,2
15/131,2015-11-12,"10,20,24,28,33,45",19,28,3,3,2,4,1,1,2,1,1
15/130,2015-11-10,"4,14,28,42,43,47",3,,2,4,2,4,1,1,1,0,3
15/129,2015-11-07,"6,16,27,34,44,48",1,"27,44",2,4,1,5,1,1,1,1,2
15/128,2015-11-05,"5,10,11,25,27,44",7,25,3,3,4,2,2,1,2,0,1
15/127,2015-11-03,"7,12,13,25,34,38",15,,3,3,3,3,1,2,1,2,0
15/126,2015-10-31,"4,10,28,37,42,48",8,4,2,4,1,5,2,0,1,1,2
15/125,2015-10-29,"4,5,6,22,31,46",47,"22,31",4,2,2,4,3,0,1,1,1
15/124,2015-10-27,"20,22,31,33,39,44",10,,2,4,3,3,0,1,1,3,1
15/123,2015-10-24,"18,27,28,34,35,45",2,,1,5,3,3,0,1,2,2,1
15/122,2015-10-21,"1,14,16,25,40,48",17,,3,3,2,4,1,2,1,1,1
15/121,2015-10-19,"7,11,15,38,39,46",25,,3,3,4,2,1,2,0,2,1
15/120,2015-10-17,"2,12,19,33,34,48",24,"33,34",3,3,2,4,1,2,0,2,1
15/119,2015-10-15,"17,18,26,30,33,34",29,"30,33,34",2,4,2,4,0,2,2,2,0
15/118,2015-10-13,"1,4,22,30,33,34",26,"4,22",3,3,2,4,2,0,2,2,0
15/117,2015-10-11,"4,21,22,35,36,46",40,,3,3,2,4,1,0,2,2,1
15/116,2015-10-08,"8,17,28,34,39,40",14,,2,4,2,4,1,1,1,3,0
15/115,2015-10-06,"2,7,9,22,32,46",26,,4,2,2,4,3,0,1,1,1
15/114,2015-10-03,"8,10,16,30,39,40",6,10,3,3,1,5,2,1,1,2,0
15/113,2015-09-30,"9,10,23,28,37,46",34,37,3,3,3,3,2,0,2,1,1
15/112,2015-09-26,"6,15,16,18,37,43",2,"15,16",4,2,3,3,1,3,0,1,1
15/111,2015-09-24,"4,10,15,16,24,28",49,,5,1,1,5,2,2,2,0,0
15/110,2015-09-22,"2,11,12,25,36,43",10,,3,3,3,3,1,2,1,1,1
15/109,2015-09-17,"1,4,9,17,35,41",37,17,4,2,5,1,3,1,0,1,1
15/108,2015-09-15,"3,5,17,22,25,27",46,"5,25",4,2,5,1,2,1,3,0,0
15/107,2015-09-12,"5,13,21,25,38,40",17,13,3,3,4,2,1,1,2,2,0
15/106,2015-09-10,"1,11,13,23,35,36",34,"1,13",4,2,5,1,1,2,1,2,0
15/105,2015-09-08,"1,4,13,22,32,41",26,,4,2,3,3,2,1,1,1,1
15/104,2015-09-05,"15,16,20,26,36,40",46,"16,36",3,3,1,5,0,3,1,2,0
15/103,2015-09-03,"12,16,34,36,42,45",41,36,2,4,1,5,0,2,0,2,2
15/102,2015-09-01,"5,6,8,10,31,36",17,,4,2,2,4,4,0,0,2,0
15/101,2015-08-29,"9,22,28,32,37,39",47,"9,39",2,4,3,3,1,0,2,3,0
15/100,2015-08-27,"9,13,29,30,39,45",48,39,2,4,5,1,1,1,2,1,1
15/099,2015-08-25,"3,15,16,39,41,42",36,,3,3,4,2,1,2,0,1,2
15/098,2015-08-22,"2,26,31,32,36,37",12,32,1,5,2,4,1,0,1,4,0
15/097,2015-08-20,"4,5,18,23,32,44",6,,4,2,2,4,2,1,1,1,1
15/096,2015-08-18,"7,17,34,41,43,49",1,,2,4,5,1,1,1,0,1,3
15/095,2015-08-15,"2,6,13,25,30,33",20,,3,3,3,3,2,1,2,1,0
15/094,2015-08-13,"1,4,8,21,22,24",46,22,6,0,2,4,3,0,3,0,0
15/093,2015-08-11,"22,26,27,28,36,47",12,,1,5,2,4,0,0,4,1,1
15/092,2015-08-08,"10,12,19,25,42,46",37,42,3,3,2,4,1,2,1,0,2
15/091,2015-08-06,"22,23,35,40,41,42",16,23,2,4,3,3,0,0,2,2,2
15/090,2015-08-04,"5,9,13,15,21,23",12,,6,0,6,0,2,2,2,0,0
15/089,2015-08-01,"14,20,28,31,32,47",18,,2,4,2,4,0,2,1,2,1
15/088,2015-07-30,"4,5,11,17,24,48",46,,5,1,3,3,2,2,1,0,1
15/087,2015-07-28,"12,25,32,33,34,35",45,,1,5,3,3,0,1,1,4,0
15/086,2015-07-26,"4,11,15,26,28,30",13,,3,3,2,4,1,2,3,0,0
15/085,2015-07-23,"10,33,40,43,45,49",38,,1,5,4,2,1,0,0,2,3
15/084,2015-07-21,"4,14,15,19,41,42",10,,4,2,3,3,1,3,0,0,2
15/083,2015-07-18,"13,20,23,24,46,47",39,23,4,2,3,3,0,2,2,0,2
15/082,2015-07-16,"16,18,22,23,35,38",25,38,4,2,2,4,0,2,2,2,0
15/081,2015-07-14,"7,8,10,13,20,38",5,,5,1,2,4,3,2,0,1,0
15/080,2015-07-11,"2,5,17,22,27,28",37,28,4,2,3,3,2,1,3,0,0
15/079,2015-07-07,"9,19,28,29,38,40",33,9,2,4,3,3,1,1,2,2,0
15/078,2015-07-04,"9,24,32,34,43,47",35,32,2,4,3,3,1,0,1,2,2
15/077,2015-07-02,"4,11,23,32,44,48",49,,3,3,2,4,1,1,1,1,2
15/076,2015-06-30,"12,14,21,27,38,43",15,43,3,3,3,3,0,2,2,1,1
15/075,2015-06-28,"8,9,18,33,41,43",15,,3,3,4,2,2,1,0,1,2
15/074,2015-06-25,"1,5,26,28,40,49",15,26,2,4,3,3,2,0,2,1,1
15/073,2015-06-23,"3,10,26,33,42,46",44,42,2,4,2,4,2,0,1,1,2
15/072,2015-06-20,"12,16,31,34,42,48",37,12,2,4,1,5,0,2,0,2,2
15/071,2015-06-18,"4,11,12,24,35,46",3,24,4,2,2,4,1,2,1,1,1
15/070,2015-06-16,"13,16,24,26,40,44",42,"24,26",3,3,1,5,0,2,2,1,1
15/069,2015-06-13,"10,12,24,25,26,33",23,10,3,3,2,4,1,1,3,1,0
15/068,2015-06-11,"10,13,35,38,42,44",27,,2,4,2,4,1,1,0,2,2
15/067,2015-06-09,"7,12,16,17,20,25",31,,5,1,3,3,1,4,1,0,0
15/066,2015-06-06,"9,11,14,22,27,49",44,49,4,2,4,2,1,2,2,0,1
15/065,2015-06-04,"18,24,28,31,39,49",44,,2,4,3,3,0,1,2,2,1
15/064,2015-06-02,"11,12,15,21,38,42",25,42,4,2,3,3,0,3,1,1,1
15/063,2015-05-30,"9,16,28,36,42,45",2,,2,4,2,4,1,1,1,1,2
15/062,2015-05-28,"2,7,20,23,44,47",30,7,4,2,3,3,2,1,1,0,2
15/061,2015-05-26,"7,10,15,37,42,45",41,"10,45",3,3,4,2,2,1,0,1,2
15/060,2015-05-23,"5,10,13,43,44,45",7,,3,3,4,2,2,1,0,0,3
15/059,2015-05-21,"16,18,19,36,42,47",46,,3,3,2,4,0,3,0,1,2
15/058,2015-05-19,"21,27,28,33,37,48",13,"21,37",1,5,4,2,0,0,3,2,1
15/057,2015-05-17,"21,32,36,37,44,46",47,,1,5,2,4,0,0,1,3,2
15/056,2015-05-14,"5,17,22,34,38,48",2,,3,3,2,4,1,1,1,2,1
15/055,2015-05-12,"3,7,15,25,26,47",10,15,3,3,5,1,2,1,2,0,1
15/054,2015-05-10,"2,13,15,38,39,44",8,,3,3,3,3,1,2,0,2,1
15/053,2015-05-07,"3,7,14,21,25,29",6,,4,2,5,1,2,1,3,0,0
15/052,2015-05-05,"11,13,41,42,43,49",29,49,2,4,5,1,0,2,0,0,4
15/051,2015-05-02,"7,10,12,16,26,49",40,,4,2,2,4,2,2,1,0,1
15/050,2015-04-30,"6,8,30,34,36,42",12,"8,36",2,4,0,6,2,0,1,2,1
15/049,2015-04-28,"1,8,28,31,36,45",9,36,2,4,3,3,2,0,1,2,1
15/048,2015-04-25,"12,19,21,24,36,49",23,36,4,2,3,3,0,2,2,1,1
15/047,2015-04-23,"3,4,7,8,26,36",31,3,4,2,2,4,4,0,1,1,0
15/046,2015-04-21,"3,13,20,24,43,48",49,,4,2,3,3,1,2,1,0,2
15/045,2015-04-18,"12,17,29,31,41,47",38,,2,4,5,1,0,2,1,1,2
15/044,2015-04-16,"1,3,5,20,35,39",28,35,4,2,5,1,3,1,0,2,0
15/043,2015-04-14,"30,31,35,40,42,48",6,42,0,6,2,4,0,0,1,3,2
15/042,2015-04-11,"6,17,18,19,20,42",25,,5,1,2,4,1,4,0,0,1
15/041,2015-04-09,"10,11,31,34,37,38",14,,2,4,3,3,1,1,0,4,0
15/040,2015-04-06,"21,24,26,42,43,46",4,26,2,4,2,4,0,0,3,0,3
15/039,2015-04-04,"9,12,26,29,44,45",19,12,2,4,3,3,1,1,2,0,2
15/038,2015-04-02,"4,12,20,37,42,47",35,,3,3,2,4,1,2,0,1,2
15/037,2015-03-31,"2,5,10,27,36,46",7,,3,3,2,4,3,0,1,1,1
15/036,2015-03-28,"6,11,16,29,30,37",34,"6,16",3,3,3,3,1,2,2,1,0
15/035,2015-03-26,"2,6,9,16,39,49",29,2,4,2,3,3,3,1,0,1,1
15/034,2015-03-24,"2,5,13,37,42,44",27,,3,3,3,3,2,1,0,1,2
15/033,2015-03-22,"7,26,30,33,34,38",5,30,1,5,2,4,1,0,2,3,0
15/032,2015-03-19,"12,15,17,30,31,43",46,,3,3,4,2,0,3,1,1,1
15/031,2015-03-17,"1,5,11,23,34,47",14,,4,2,5,1,2,1,1,1,1
15/030,2015-03-14,"4,21,25,29,32,37",27,"25,37",2,4,4,2,1,0,3,2,0
15/029,2015-03-12,"14,17,23,24,25,37",34,,4,2,4,2,0,2,3,1,0
15/028,2015-03-10,"1,18,22,27,45,48",25,,3,3,3,3,1,1,2,0,2
15/027,2015-03-07,"6,8,12,16,32,49",37,6,4,2,1,5,2,2,0,1,1
15/026,2015-03-05,"2,6,10,20,38,40",46,,4,2,0,6,3,1,0,2,0
15/025,2015-03-03,"13,17,25,27,46,49",19,25,2,4,5,1,0,2,2,0,2
15/024,2015-02-28,"6,9,23,25,41,43",38,25,3,3,5,1,2,0,2,0,2
15/023,2015-02-26,"10,12,20,22,25,33",27,33,4,2,2,4,1,2,2,1,0
15/022,2015-02-24,"17,18,28,32,33,48",37,28,2,4,2,4,0,2,1,2,1
15/021,2015-02-22,"15,20,28,29,42,46",35,"28,46",2,4,2,4,0,2,2,0,2
15/020,2015-02-17,"14,22,28,33,44,46",25,,2,4,1,5,0,1,2,1,2
15/019,2015-02-14,"2,10,12,21,25,35",26,10,4,2,3,3,2,1,2,1,0
15/018,2015-02-12,"7,9,10,14,22,31",35,,5,1,3,3,3,1,1,1,0
15/017,2015-02-10,"2,17,23,30,34,41",14,17,3,3,3,3,1,1,2,1,1
15/016,2015-02-08,"5,7,17,18,27,48",30,"17,18",4,2,4,2,2,2,1,0,1
15/015,2015-02-05,"13,16,17,18,22,45",10,,5,1,3,3,0,4,1,0,1
15/014,2015-02-03,"11,34,36,43,47,49",21,47,1,5,4,2,0,1,0,2,3
15/013,2015-01-31,"5,7,14,17,46,47",27,46,4,2,4,2,2,2,0,0,2
15/012,2015-01-29,"6,15,25,29,32,46",9,,2,4,3,3,1,1,2,1,1
15/011,2015-01-27,"4,5,10,13,28,35",12,,4,2,3,3,3,1,1,1,0
15/010,2015-01-24,"17,18,20,26,31,32",6,,3,3,2,4,0,3,1,2,0
15/009,2015-01-22,"8,16,21,30,42,46",32,,3,3,1,5,1,1,2,0,2
15/008,2015-01-20,"5,7,9,13,15,29",47,15,5,1,6,0,3,2,1,0,0
15/007,2015-01-17,"14,15,16,25,27,30",11,14,3,3,3,3,0,3,3,0,0
15/006,2015-01-15,"1,2,14,37,43,49",24,"37,43",3,3,4,2,2,1,0,1,2
15/005,2015-01-13,"16,21,27,37,40,43",14,"21,40",2,4,4,2,0,1,2,2,1
15/004,2015-01-11,"10,21,24,33,40,47",5,,3,3,3,3,1,0,2,2,1
15/003,2015-01-08,"8,18,19,28,37,44",13,18,3,3,2,4,1,2,1,1,1
15/002,2015-01-06,"3,14,16,18,38,49",29,,4,2,2,4,1,3,0,1,1
15/001,2015-01-03,"8,15,31,35,42,44",39,,2,4,3,3,1,1,0,2,2
14/152,2014-12-31,"10,19,25,32,33,37",27,"25,33",2,4,4,2,1,1,1,3,0
14/151,2014-12-29,"1,25,30,33,39,40",7,,1,5,4,2,1,0,2,3,0
14/150,2014-12-27,"14,15,28,31,32,48",40,,2,4,2,4,0,2,1,2,1
14/149,2014-12-25,"12,19,24,43,46,47",30,"12,47",3,3,3,3,0,2,1,0,3
14/148,2014-12-23,"1,4,12,14,35,47",33,,4,2,3,3,2,2,0,1,1
14/147,2014-12-21,"2,25,30,36,37,43",22,25,1,5,3,3,1,0,2,2,1
14/146,2014-12-18,"6,8,10,21,25,29",33,,4,2,3,3,3,0,3,0,0
14/145,2014-12-16,"1,7,14,31,34,42",16,14,3,3,3,3,2,1,0,2,1
14/144,2014-12-13,"12,14,17,20,40,48",19,,4,2,1,5,0,4,0,1,1
14/143,2014-12-11,"1,7,13,32,35,39",31,13,3,3,5,1,2,1,0,3,0
14/142,2014-12-09,"3,4,13,29,31,41",46,,3,3,5,1,2,1,1,1,1
14/141,2014-12-06,"17,18,21,25,40,48",16,,3,3,3,3,0,2,2,1,1
14/140,2014-12-04,"1,8,20,27,33,36",35,"1,27",3,3,3,3,2,1,1,2,0
14/139,2014-12-02,"1,4,13,27,47,49",33,,3,3,5,1,2,1,1,0,2
14/138,2014-11-29,"7,26,29,32,33,37",31,,1,5,4,2,1,0,2,3,0
14/137,2014-11-27,"2,20,22,30,40,45",44,,3,3,1,5,1,1,2,1,1
14/136,2014-11-25,"6,35,41,42,44,47",19,,1,5,3,3,1,0,0,1,4
14/135,2014-11-22,"2,12,17,27,32,33",44,33,3,3,3,3,1,2,1,2,0
14/134,2014-11-20,"8,16,19,33,35,46",12,,3,3,3,3,1,2,0,2,1
14/133,2014-11-18,"2,6,17,24,37,49",46,,4,2,3,3,2,1,1,1,1
14/132,2014-11-16,"7,15,32,33,34,43",10,,2,4,4,2,1,1,0,3,1
14/131,2014-11-13,"21,36,41,42,46,49",6,49,1,5,3,3,0,0,1,1,4
14/130,2014-11-11,"3,5,9,19,48,49",26,,4,2,5,1,3,1,0,0,2
14/129,2014-11-08,"7,8,15,32,34,39",43,,3,3,3,3,2,1,0,3,0
14/128,2014-11-06,"4,10,12,14,29,48",3,29,4,2,1,5,2,2,1,0,1
14/127,2014-11-04,"16,23,29,30,37,38",33,,2,4,3,3,0,1,3,2,0
14/126,2014-11-01,"9,10,11,20,26,44",31,,4,2,2,4,2,2,1,0,1
14/125,2014-10-30,"3,19,29,36,47,49",33,47,2,4,5,1,1,1,1,1,2
14/124,2014-10-28,"16,26,30,37,43,47",31,43,1,5,3,3,0,1,2,1,2
14/123,2014-10-25,"1,13,39,40,41,43",18,41,2,4,5,1,1,1,0,2,2
14/122,2014-10-23,"11,14,28,29,37,41",19,29,2,4,4,2,0,2,2,1,1
14/121,2014-10-21,"6,9,17,18,29,34",42,,4,2,3,3,2,2,1,1,0
14/120,2014-10-18,"12,19,22,36,40,47",25,,3,3,2,4,0,2,1,2,1
14/119,2014-10-16,"4,9,34,39,48,49",18,,2,4,3,3,2,0,0,2,2
14/118,2014-10-14,"1,5,8,17,20,37",33,37,5,1,4,2,3,2,0,1,0
14/117,2014-10-11,"26,29,34,35,37,47",8,,0,6,4,2,0,0,2,3,1
14/116,2014-10-09,"2,12,14,23,40,46",39,12,4,2,1,5,1,2,1,1,1
14/115,2014-10-07,"12,13,26,33,42,49",48,,2,4,3,3,0,2,1,1,2
14/114,2014-10-04,"5,14,22,24,27,45",8,24,4,2,3,3,1,1,3,0,1
14/113,2014-10-02,"4,10,24,29,33,35",7,10,3,3,3,3,2,0,2,2,0
14/112,2014-09-30,"10,16,20,39,45,46",47,10,3,3,2,4,1,2,0,1,2
14/111,2014-09-28,"6,10,12,26,28,35",24,,3,3,1,5,2,1,2,1,0
14/110,2014-09-25,"3,19,42,44,48,49",38,,2,4,3,3,1,1,0,0,4
14/109,2014-09-23,"12,13,20,28,41,43",23,,3,3,3,3,0,3,1,0,2
14/108,2014-09-20,"3,16,32,38,40,48",27,16,2,4,1,5,1,1,0,3,1
14/107,2014-09-18,"6,16,20,25,27,45",29,,3,3,3,3,1,2,2,0,1
14/106,2014-09-16,"4,15,17,22,34,43",35,43,4,2,3,3,1,2,1,1,1
14/105,2014-09-13,"3,12,40,43,48,49",32,,2,4,3,3,1,1,0,1,3
14/104,2014-09-09,"7,25,27,36,39,42",31,36,1,5,4,2,1,0,2,2,1
14/103,2014-09-04,"11,14,34,36,43,46",1,43,2,4,2,4,0,2,0,2,2
14/102,2014-09-02,"26,28,37,43,45,47",25,,0,6,4,2,0,0,2,1,3
14/101,2014-08-30,"15,18,24,27,39,49",6,"24,27",3,3,4,2,0,2,2,1,1
14/100,2014-08-28,"11,17,24,27,31,38",49,,3,3,4,2,0,2,2,2,0
14/099,2014-08-26,"25,29,32,33,37,44",47,32,0,6,4,2,0,0,2,3,1
14/098,2014-08-23,"4,12,14,24,32,38",13,14,4,2,0,6,1,2,1,2,0
14/097,2014-08-21,"10,14,26,29,30,31",18,,2,4,2,4,1,1,3,1,0
14/096,2014-08-19,"2,5,27,32,42,46",16,"27,42,46",2,4,2,4,2,0,1,1,2
14/095,2014-08-16,"23,26,27,37,42,46",15,23,1,5,3,3,0,0,3,1,2
14/094,2014-08-14,"4,8,14,23,48,49",11,,4,2,2,4,2,1,1,0,2
14/093,2014-08-12,"7,9,27,31,36,39",32,"9,31",2,4,5,1,2,0,1,3,0
14/092,2014-08-09,"1,9,15,31,33,41",37,31,3,3,6,0,2,1,0,2,1
14/091,2014-08-07,"5,14,31,32,36,46",11,5,2,4,2,4,1,1,0,3,1
14/090,2014-08-05,"5,7,8,18,24,29",14,,5,1,3,3,3,1,2,0,0
14/089,2014-08-02,"3,22,23,26,42,48",28,"22,48",3,3,2,4,1,0,3,0,2
14/088,2014-07-31,"12,22,27,35,44,48",38,,2,4,2,4,0,1,2,1,2
14/087,2014-07-29,"11,13,15,31,37,47",19,15,3,3,6,0,0,3,0,2,1
14/086,2014-07-26,"1,4,15,17,36,42",40,"4,36",4,2,3,3,2,2,0,1,1
14/085,2014-07-24,"4,5,21,31,36,38",14,,3,3,3,3,2,0,1,3,0
14/084,2014-07-22,"1,3,14,16,24,41",13,"1,41",5,1,3,3,2,2,1,0,1
14/083,2014-07-19,"1,9,30,40,41,48",49,"1,30",2,4,3,3,2,0,1,1,2
14/082,2014-07-17,"1,20,28,30,42,43",10,42,2,4,2,4,1,1,2,0,2
14/081,2014-07-15,"2,5,9,32,41,42",44,,3,3,3,3,3,0,0,1,2
14/080,2014-07-12,"3,11,13,23,40,49",43,,4,2,5,1,1,2,1,1,1
14/079,2014-07-10,"1,2,9,17,22,25",8,22,5,1,4,2,3,1,2,0,0
14/078,2014-07-08,"4,16,22,27,38,39",36,38,3,3,2,4,1,1,2,2,0
14/077,2014-07-05,"10,14,32,36,37,38",47,"14,37",2,4,1,5,1,1,0,4,0
14/076,2014-07-03,"14,17,34,37,43,48",20,,2,4,3,3,0,2,0,2,2
14/075,2014-06-29,"15,23,26,38,46,47",21,47,2,4,3,3,0,1,2,1,2
14/074,2014-06-26,"2,20,40,42,47,48",28,,2,4,1,5,1,1,0,1,3
14/073,2014-06-24,"18,24,25,30,31,35",36,,2,4,3,3,0,1,3,2,0
14/072,2014-06-21,"2,17,37,40,45,49",48,17,2,4,4,2,1,1,0,2,2
14/071,2014-06-19,"3,17,24,30,31,44",7,3,3,3,3,3,1,1,2,1,1
14/070,2014-06-17,"3,4,15,16,23,45",21,"3,45",5,1,4,2,2,2,1,0,1
14/069,2014-06-12,"3,18,21,41,44,45",15,44,3,3,4,2,1,1,1,0,3
14/068,2014-06-10,"1,30,32,35,37,44",40,44,1,5,3,3,1,0,1,3,1
14/067,2014-06-07,"4,8,13,19,44,48",27,,4,2,2,4,2,2,0,0,2
14/066,2014-06-04,"10,11,25,33,40,46",6,,2,4,3,3,1,1,1,2,1
14/065,2014-06-02,"3,13,19,20,36,39",15,,4,2,4,2,1,3,0,2,0
14/064,2014-05-31,"2,10,28,32,37,47",31,,2,4,2,4,2,0,1,2,1
14/063,2014-05-29,"4,14,19,24,26,48",35,,4,2,1,5,1,2,2,0,1
14/062,2014-05-27,"3,10,16,30,34,44",1,30,3,3,1,5,2,1,1,1,1
14/061,2014-05-24,"2,4,14,30,39,41",49,,3,3,2,4,2,1,1,1,1
14/060,2014-05-22,"9,17,28,31,35,37",19,,2,4,5,1,1,1,1,3,0
14/059,2014-05-20,"10,16,33,34,44,47",6,,2,4,2,4,1,1,0,2,2
14/058,2014-05-18,"9,12,21,27,37,45",7,"9,12",3,3,5,1,1,1,2,1,1
14/057,2014-05-15,"9,12,16,24,34,35",7,"9,35",4,2,2,4,1,2,1,2,0
14/056,2014-05-13,"9,20,22,32,35,41",8,,3,3,3,3,1,1,1,2,1
14/055,2014-05-11,"11,16,26,38,45,49",5,,2,4,3,3,0,2,1,1,2
14/054,2014-05-08,"2,10,12,30,37,39",48,"10,39",3,3,2,4,2,1,1,2,0
14/053,2014-05-06,"10,23,33,36,39,44",30,36,2,4,3,3,1,0,1,3,1
